UoFKey,UoFNumber,RDNumber,IncidentDate,Location,Beat,Officer Identifier,SubjectKey,SubjAgeatTOI,SubjRace,SubjGender,ForceLevel,ForceType,Description
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,554,4189,110,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,967,4177,110,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,1499,4172,110,White,Male,Level 3,20,"Attempted Impact Weapon Strike, but Misses"
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,1525,4184,18,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,796,4182,21,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,2295,4194,110,White,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,2901,4188,21,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,2110,4186,20,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,1378,4173,27,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,692,4180,24,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,1529,4188,21,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,1379,4194,110,White,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1241,10F-0408,10-013636,3/4/2010 16:53,Highway 880 N & 90 interchange    ,,2170,4176,26,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1236,10F-0387,10-013779,3/5/2010 13:59,9700 Bancroft      ,,3206,4156,20,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1236,10F-0387,10-013779,3/5/2010 13:59,9700 Bancroft      ,,693,4156,20,Black,Male,Level 2,9,Strike to the Head - Other than an Intentional Strike to Head with an Impact Weapon
1236,10F-0387,10-013779,3/5/2010 13:59,9700 Bancroft      ,,693,4156,20,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,914,4160,25,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,914,4160,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,797,4160,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,797,4160,25,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,2749,4160,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,2911,4160,25,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1237,10F-0388,10-013846,3/5/2010 18:20,2900 MLK Jr Way     ,,2911,4160,25,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1238,10F-0389,10-014056,3/6/2010 20:22,600 66th Street     ,,2958,4163,33,White,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1238,10F-0389,10-014056,3/6/2010 20:22,600 66th Street     ,,2958,4163,33,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1238,10F-0389,10-014056,3/6/2010 20:22,600 66th Street     ,,2896,4163,33,White,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1239,10F-0390,10-014136,3/7/2010 8:48,1200 94th Avenue     ,,1766,4168,110,Unknown,,Level 3,21,On-Duty Firearm Discharge at  Animal Other than Dispatching Injured
1240,10F-0402,10-014482,3/9/2010 1:01,700 W MacArthur Blvd     ,,3022,4169,47,Black,Female,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1240,10F-0402,10-014482,3/9/2010 1:01,700 W MacArthur Blvd     ,,3031,4169,47,Black,Female,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1240,10F-0402,10-014482,3/9/2010 1:01,700 W MacArthur Blvd     ,,3031,4169,47,Black,Female,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1242,10F-0409,10-014970,3/11/2010 1:37,300 Grand Avenue     ,,1000,4196,20,Unknown,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,2760,4202,23,Black,Male,Level 2,9,Strike to the Head - Other than an Intentional Strike to Head with an Impact Weapon
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,2760,4202,23,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,2760,4202,23,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,978,4202,23,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,978,4202,23,Black,Male,Level 3,18,Taser Fired but Probes Misses
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,978,4202,23,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1243,10F-0428,10-015013,3/11/2010 9:38,E 16th Street & 61st Avenue    ,,978,4202,23,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1246,10F-0455,10-015292,3/12/2010 12:15,1900 E 15th Street     ,,889,4215,26,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1246,10F-0455,10-015292,3/12/2010 12:15,1900 E 15th Street     ,,889,4215,26,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1246,10F-0455,10-015292,3/12/2010 12:15,1900 E 15th Street     ,,889,4215,26,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1246,10F-0455,10-015292,3/12/2010 12:15,1900 E 15th Street     ,,582,4215,26,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1246,10F-0455,10-015292,3/12/2010 12:15,1900 E 15th Street     ,,582,4215,26,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2519,4203,22,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2519,4203,22,Black,Male,Level 3,17,O/C Applied to a Person
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2081,4203,22,Black,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2081,4203,22,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2081,4203,22,Black,Male,Level 3,17,O/C Applied to a Person
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,709,4203,22,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,709,4203,22,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2816,4203,22,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1244,10F-0429,10-015480,3/13/2010 14:34,1200 8th Street     ,,2816,4203,22,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1245,10F-0430,10-015565,3/13/2010 22:30,9700 Cherry Street     ,,2980,4214,14,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1248,10F-0462,10-016543,3/18/2010 11:18,900 72nd Avenue     ,,582,4227,54,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1247,10F-0461,10-016658,3/18/2010 22:30,1000 Willow Street     ,,951,4226,110,Unknown,,Level 2,27,Unintentional Firearm Discharge Not Resulting in Injury
1250,10F-0497,10-016729,3/19/2010 10:24,2300 99th Avenue     ,,3065,4234,110,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1250,10F-0497,10-016729,3/19/2010 10:24,2300 99th Avenue     ,,3206,4234,110,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1254,10F-0502,10-016842,3/19/2010 20:20,7900 MacAthur Blvd     ,,1369,4249,34,Black,Male,Level 2,9,Strike to the Head - Other than an Intentional Strike to Head with an Impact Weapon
1254,10F-0502,10-016842,3/19/2010 20:20,7900 MacAthur Blvd     ,,2018,4249,34,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1254,10F-0502,10-016842,3/19/2010 20:20,7900 MacAthur Blvd     ,,1667,4249,34,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1254,10F-0502,10-016842,3/19/2010 20:20,7900 MacAthur Blvd     ,,931,4249,34,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,1257,4242,21,Hispanic,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,1257,4241,23,Hispanic,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,3083,4242,21,Hispanic,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,3083,4242,21,Hispanic,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,3083,4240,18,Hispanic,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,3083,4240,18,Hispanic,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,630,4242,21,Hispanic,Male,Level 2,13,Any Use of Force Resulting in Injury (Other than a Level 1 Force Type)
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,630,4242,21,Hispanic,Male,Level 2,9,Strike to the Head - Other than an Intentional Strike to Head with an Impact Weapon
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,630,4242,21,Hispanic,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,630,4243,50,Hispanic,Female,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,769,4241,23,Hispanic,Male,Level 2,9,Strike to the Head - Other than an Intentional Strike to Head with an Impact Weapon
1252,10F-0499,10-017871,3/19/2010 23:49,5100 Bancroft Avenue     ,,769,4241,23,Hispanic,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1249,10F-0496,10-017054,3/20/2010 17:00,2600 90th Avenue     ,,627,4233,23,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1249,10F-0496,10-017054,3/20/2010 17:00,2600 90th Avenue     ,,627,4232,22,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1251,10F-0498,10-017213,3/21/2010 12:43,2600 Havenscourt Avenue     ,,3015,4236,19,Black,Female,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1253,10F-0500,10-017438,3/22/2010 11:29,8300 Edes Avenue     ,,642,4245,39,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1253,10F-0500,10-017438,3/22/2010 11:29,8300 Edes Avenue     ,,2525,4245,39,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1253,10F-0500,10-017438,3/22/2010 11:29,8300 Edes Avenue     ,,2525,4245,39,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1253,10F-0500,10-017438,3/22/2010 11:29,8300 Edes Avenue     ,,1462,4245,39,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1253,10F-0500,10-017438,3/22/2010 11:29,8300 Edes Avenue     ,,3088,4245,39,Black,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1253,10F-0500,10-017438,3/22/2010 11:29,8300 Edes Avenue     ,,3088,4245,39,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1255,10F-0546,10-018634,3/27/2010 17:12,1200 97th Avenue     ,,571,4250,22,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1255,10F-0546,10-018634,3/27/2010 17:12,1200 97th Avenue     ,,812,4250,22,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1255,10F-0546,10-018634,3/27/2010 17:12,1200 97th Avenue     ,,812,4250,22,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1255,10F-0546,10-018634,3/27/2010 17:12,1200 97th Avenue     ,,843,4250,22,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1256,10F-0547,10-018694,3/27/2010 23:49,400 6th Street     ,,2430,4256,25,White,Male,Level 1,1,Lethal Firearm Discharge
1256,10F-0547,10-018694,3/27/2010 23:49,400 6th Street     ,,2295,4256,25,White,Male,Level 1,1,Lethal Firearm Discharge
1257,10F-0578,10-019131,3/30/2010 10:05,40th Street & Market Street    ,,2508,4258,41,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1257,10F-0578,10-019131,3/30/2010 10:05,40th Street & Market Street    ,,2508,4258,41,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1257,10F-0578,10-019131,3/30/2010 10:05,40th Street & Market Street    ,,930,4258,41,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1257,10F-0578,10-019131,3/30/2010 10:05,40th Street & Market Street    ,,930,4258,41,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1257,10F-0578,10-019131,3/30/2010 10:05,40th Street & Market Street    ,,930,4258,41,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1258,10F-0579,10-019217,3/30/2010 16:45,2500 109th Avenue     ,,1703,4267,17,Black,Male,Level 2,14,"Police Patrol Canine Bites Clothing, Skin, or Injures a Person beyond first aide"
1258,10F-0579,10-019217,3/30/2010 16:45,2500 109th Avenue     ,,1703,4267,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1258,10F-0579,10-019217,3/30/2010 16:45,2500 109th Avenue     ,,1427,4267,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1258,10F-0579,10-019217,3/30/2010 16:45,2500 109th Avenue     ,,1410,4267,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1258,10F-0579,10-019217,3/30/2010 16:45,2500 109th Avenue     ,,1159,4266,32,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1259,10F-0580,10-020151,4/4/2010 2:24,2500 98th Avenue     ,,3039,4269,40,Hispanic,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1262,10F-0619,10-021286,4/10/2010 0:34,3300 Webster Street     ,,3032,4278,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1262,10F-0619,10-021286,4/10/2010 0:34,3300 Webster Street     ,,732,4278,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1262,10F-0619,10-021286,4/10/2010 0:34,3300 Webster Street     ,,651,4278,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1262,10F-0619,10-021286,4/10/2010 0:34,3300 Webster Street     ,,3160,4278,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1262,10F-0619,10-021286,4/10/2010 0:34,3300 Webster Street     ,,1205,4278,21,Black,Male,Level 2,14,"Police Patrol Canine Bites Clothing, Skin, or Injures a Person beyond first aide"
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,1046,4275,21,Black,Male,Level 2,14,"Police Patrol Canine Bites Clothing, Skin, or Injures a Person beyond first aide"
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,1046,4275,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,2764,4275,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,3034,4276,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,3160,4275,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,1205,4275,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,2285,4275,21,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1261,10F-0618,10-021305,4/10/2010 2:49,1500 Peralta Street     ,,3202,4276,18,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
