INCIDENT NUMBER,REPORT NUMBER,UOF DATE,SUBJECT NUMBER,SUBJECT RACE,SUBJECT AGE,SUBJECT SEX,WEAPON TYPE,TYPE OF WEAPON(OTHER),COMPLAINT OF PAIN,SUBJECT INJURED,CHARGES
UOF-2015-0435,150692135,8/9/2015,,,,,,,,,
UOF-2015-0447,150693569,8/9/2015,,,,,,,,,
UOF-2015-0475,150696842,8/10/2015,,,,,,,,,
UOF-2015-0479,150696808,8/10/2015,,,,,,,,,
UOF-2015-0439,150698070,8/11/2015,,,,,,,,,
UOF-2015-0442,150700562,8/11/2015,,,,,,,,,
UOF-2015-0431,150702524,8/12/2015,,,,,,,,,
UOF-2015-0448,150704906,8/13/2015,,,,,,,,,
UOF-2015-0451,150704774,8/13/2015,,,,,,,,,
UOF-2015-0456,150706112,8/13/2015,,,,,,,,,
UOF-2015-0476,150704724,8/13/2015,,,,,,,,,
UOF-2015-0477,150706297,8/13/2015,,,,,,,,,
UOF-2015-0440,150712943,8/15/2015,,,,,,,,,
UOF-2015-0465,150713286,8/15/2015,,,,,,,,,
UOF-2015-0466,150715492,8/15/2015,,,,,,,,,
UOF-2015-0467,150718173,8/15/2015,,,,,,,,,
UOF-2015-0468,150737634,8/15/2015,,,,,,,,,
UOF-2015-0469,150741168,8/15/2015,,,,,,,,,
UOF-2015-0499,150713305,8/15/2015,,,,,,,,,
UOF-2015-0457,150714723,8/16/2015,,,,,,,,,
UOF-2015-0460,150713781,8/16/2015,,,,,,,,,
UOF-2015-0461,150714870,8/16/2015,,,,,,,,,
UOF-2015-0450,150716406,8/17/2015,,,,,,,,,
UOF-2015-0495,150716406,8/17/2015,,,,,,,,,
UOF-2015-0483,150719795,8/18/2015,,,,,,,,,
UOF-2015-0496,150725601,8/19/2015,,,,,,,,,
UOF-2015-0487,150728655,8/20/2015,,,,,,,,,
UOF-2015-0497,150728887,8/20/2015,,,,,,,,,
UOF-2015-0492,150732753,8/21/2015,,,,,,,,,
UOF-2015-0503,150731692,8/21/2015,,,,,,,,,
UOF-2015-0472,150735315,8/22/2015,,,,,,,,,
UOF-2015-0484,150735945,8/22/2015,,,,,,,,,
UOF-2015-0504,150734022,8/22/2015,,,,,,,,,
UOF-2015-0505,150735531,8/22/2015,,,,,,,,,
UOF-2015-0488,150736379,8/23/2015,,,,,,,,,
UOF-2015-0500,150737446,8/23/2015,,,,,,,,,
UOF-2015-0462,150742348,8/24/2015,,,,,,,,,
UOF-2015-0489,150741914,8/24/2015,,,,,,,,,
UOF-2015-0501,150741196,8/24/2015,,,,,,,,,
UOF-2015-0470,150745449,8/25/2015,,,,,,,,,
UOF-2015-0473,150745007,8/25/2015,,,,,,,,,
UOF-2015-0490,150746055,8/25/2015,,,,,,,,,
UOF-2015-0506,150744974,8/25/2015,,,,,,,,,
UOF-2015-0471,150748318,8/26/2015,,,,,,,,,
UOF-2015-0498,150748744,8/26/2015,,,,,,,,,
UOF-2015-0463,150751850,8/27/2015,,,,,,,,,
UOF-2015-0485,150749485,8/27/2015,,,,,,,,,
UOF-2015-0502,150750614,8/27/2015,,,,,,,,,
UOF-2015-0464,150753157,8/28/2015,,,,,,,,,
UOF-2015-0486,150755993,8/28/2015,,,,,,,,,
UOF-2015-0493,150753179,8/28/2015,,,,,,,,,
UOF-2015-0494,150752789,8/28/2015,,,,,,,,,
UOF-2015-0491,150762396,8/31/2015,,,,,,,,,
UOF-2015-0507,150764546,8/31/2015,,,,,,,,,
UOF-2015-0508,150768639,9/1/2015,,,,,,,,,
UOF-2015-0523,150768479,9/1/2015,,,,,,,,,
UOF-2015-0527,150768134,9/1/2015,,,,,,,,,
UOF-2015-0558,150766194,9/1/2015,,,,,,,,,
UOF-2015-0529,150768758,9/2/2015,,,,,,,,,
UOF-2015-0530,150772210,9/3/2015,,,,,,,,,
UOF-2015-0531,150781170,9/5/2015,,,,,,,,,
UOF-2015-0515,150781443,9/6/2015,,,,,,,,,
UOF-2015-0532,150783875,9/6/2015,,,,,,,,,
UOF-2015-0516,150786299,9/7/2015,,,,,,,,,
UOF-2015-0519,150784384,9/7/2015,,,,,,,,,
UOF-2015-0520,150786089,9/7/2015,,,,,,,,,
UOF-2015-0524,150785718,9/7/2015,,,,,,,,,
UOF-2015-0525,150785796,9/7/2015,,,,,,,,,
UOF-2015-0776,150786910,9/7/2015,,,,,,,,,
UOF-2015-0521,150788637,9/8/2015,,,,,,,,,
UOF-2015-0526,150788392,9/8/2015,,,,,,,,,
UOF-2015-0510,150792070,9/9/2015,,,,,,,,,
UOF-2015-0528,150801217,9/12/2015,,,,,,,,,
UOF-2015-0533,150800178,9/12/2015,,,,,,,,,
UOF-2015-0511,150803138,9/13/2015,,,,,,,,,
UOF-2015-0514,150803003,9/13/2015,,,,,,,,,
UOF-2015-0517,150803047,9/13/2015,,,,,,,,,
UOF-2015-0518,150803097,9/13/2015,,,,,,,,,
UOF-2015-0559,150804318,9/13/2015,,,,,,,,,
UOF-2015-0509,150808962,9/15/2015,,,,,,,,,
UOF-2015-0536,150811642,9/15/2015,,,,,,,,,
UOF-2015-0534,150836189,9/16/2015,,,,,,,,,
UOF-2015-0553,150814787,9/16/2015,,,,,,,,,
UOF-2015-0554,150820524,9/18/2015,,,,,,,,,
UOF-2015-0512,150321378,9/19/2015,,,,,,,,,
UOF-2015-0513,150824043,9/19/2015,,,,,,,,,
UOF-2015-0539,150823493,9/19/2015,,,,,,,,,
UOF-2015-0548,150822138,9/19/2015,,,,,,,,,
UOF-2015-0549,150824112,9/19/2015,,,,,,,,,
UOF-2015-0540,150826077,9/20/2015,,,,,,,,,
UOF-2015-0541,150826663,9/20/2015,,,,,,,,,
UOF-2015-0555,150826083,9/20/2015,,,,,,,,,
UOF-2015-0542,150828744,9/21/2015,,,,,,,,,
UOF-2015-0522,150800269,9/22/2015,,,,,,,,,
UOF-2015-0550,150832983,9/22/2015,,,,,,,,,
UOF-2015-0556,150833232,9/22/2015,,,,,,,,,
UOF-2015-0544,150837002,9/23/2015,,,,,,,,,
UOF-2015-0535,150839519,9/24/2015,,,,,,,,,
UOF-2015-0545,150839735,9/24/2015,,,,,,,,,
UOF-2015-0551,150844847,9/26/2015,,,,,,,,,
UOF-2015-0560,150845908,9/26/2015,,,,,,,,,
UOF-2015-0537,150846821,9/27/2015,,,,,,,,,
UOF-2015-0561,150848639,9/27/2015,,,,,,,,,
UOF-2015-0557,150850797,9/28/2015,,,,,,,,,
UOF-2015-0543,150852044,9/29/2015,,,,,,,,,
UOF-2015-0552,150790002,9/29/2015,,,,,,,,,
UOF-2015-0538,150856842,9/30/2015,,,,,,,,,
UOF-2015-0546,150855418,9/30/2015,,,,,,,,,
UOF-2015-0547,150857709,9/30/2015,,,,,,,,,
UOF-2015-0567,150858729,10/1/2015,,,,,,,,,
UOF-2015-0571,150858757,10/1/2015,,,,,,,,,
UOF-2015-0588,150858412,10/1/2015,,,,,,,,,
UOF-2015-0564,150862219,10/2/2015,,,,,,,,,
UOF-2015-0585,150862106,10/2/2015,,,,,,,,,
UOF-2015-0589,150864845,10/2/2015,,,,,,,,,
UOF-2015-0568,150867429,10/3/2015,,,,,,,,,
UOF-2015-0576,150867918,10/3/2015,,,,,,,,,
UOF-2015-0572,150869334,10/4/2015,,,,,,,,,
UOF-2015-0579,150870422,10/4/2015,,,,,,,,,
UOF-2015-0573,150871771,10/5/2015,,,,,,,,,
UOF-2015-0577,150899193,10/5/2015,,,,,,,,,
UOF-2015-0574,150875416,10/6/2015,,,,,,,,,
UOF-2015-0575,150903794,10/6/2015,,,,,,,,,
UOF-2015-0590,150878959,10/7/2015,,,,,,,,,
UOF-2015-0562,150882568,10/8/2015,,,,,,,,,
UOF-2015-0563,150898678,10/8/2015,,,,,,,,,
UOF-2015-0580,150883130,10/8/2015,,,,,,,,,
UOF-2015-0583,150881736,10/8/2015,,,,,,,,,
UOF-2015-0565,150887223,10/10/2015,,,,,,,,,
UOF-2015-0581,150890339,10/11/2015,,,,,,,,,
UOF-2015-0566,150897250,10/13/2015,,,,,,,,,
UOF-2015-0570,150898048,10/13/2015,,,,,,,,,
UOF-2015-0584,150894541,10/13/2015,,,,,,,,,
UOF-2015-0586,150901237,10/14/2015,,,,,,,,,
UOF-2015-0591,150902467,10/15/2015,27703,W - White,27,M,,,,Yes,
UOF-2015-0569,150894347,10/15/2015,,,,,,,,,
UOF-2015-0582,150903926,10/15/2015,,,,,,,,,
UOF-2015-0578,150907382,10/16/2015,,,,,,,,,
UOF-2015-0608,150907558,10/16/2015,,,,,,,,,
UOF-2015-0615,150909178,10/17/2015,,,,,,,,,
UOF-2015-0592,150910620,10/18/2015,,,,,,,,,
UOF-2015-0594,150912422,10/18/2015,,,,,,,,,
UOF-2015-0620,150915589,10/19/2015,,,,,,,,,
UOF-2015-0595,150918806,10/20/2015,,,,,,,,,
UOF-2015-0607,150915896,10/20/2015,,,,,,,,,
UOF-2015-0614,150918903,10/20/2015,,,,,,,,,
UOF-2015-0609,150922277,10/21/2015,,,,,,,,,
UOF-2015-0593,150925588,10/23/2015,,,,,,,,,
UOF-2015-0610,150926677,10/23/2015,,,,,,,,,
UOF-2015-0611,150928532,10/23/2015,,,,,,,,,
UOF-2015-0621,150925594,10/23/2015,,,,,,,,,
UOF-2015-0622,150928957,10/23/2015,,,,,,,,,
UOF-2015-0596,150929217,10/24/2015,27704,I - American Indian,26,M,,,No,,
UOF-2015-0597,150930452,10/24/2015,,,,,,,,,
UOF-2015-0598,150930606,10/24/2015,,,,,,,,,
UOF-2015-0612,150931488,10/25/2015,,,,,,,,,
UOF-2015-0613,150931535,10/25/2015,,,,,,,,,
UOF-2015-0616,150934244,10/25/2015,,,,,,,,,
UOF-2015-0624,150932185,10/25/2015,,,,,,,,,
UOF-2015-0617,150934608,10/26/2015,,,,,,,,,
UOF-2015-0625,150941368,10/28/2015,,,,,,,,,
UOF-2015-0618,150947394,10/30/2015,16388,,,,,,,,
UOF-2015-0619,150950767,10/31/2015,,,,,,,,,
UOF-2015-0626,150951737,10/31/2015,,,,,,,,,
UOF-2015-0627,150953482,11/1/2015,,,,,,,,,
UOF-2015-0641,150953181,11/1/2015,,,,,,,,,
UOF-2015-0642,150953517,11/1/2015,,,,,,,,,
UOF-2015-0655,150953307,11/1/2015,,,,,,,,,
UOF-2015-0650,150955927,11/2/2015,,,,,,,,,
UOF-2015-0628,150961645,11/3/2015,,,,,,,,,
UOF-2015-0634,150959399,11/3/2015,,,,,,,,,
UOF-2015-0636,150959399,11/3/2015,,,,,,,,,
UOF-2015-0653,150959907,11/3/2015,,,,,,,,,
UOF-2015-0629,150963152,11/4/2015,,,,,,,,,
UOF-2015-0635,150967273,11/5/2015,,,,,,,,,
UOF-2015-0651,150968083,11/5/2015,,,,,,,,,
UOF-2015-0656,150969661,11/6/2015,,,,,,,,,
UOF-2015-0643,150971622,11/7/2015,,,,,,,,,
UOF-2015-0657,150971177,11/7/2015,,,,,,,,,
UOF-2015-0644,150974472,11/8/2015,,,,,,,,,
UOF-2015-0630,150978383,11/9/2015,,,,,,,,,
UOF-2015-0632,150978349,11/9/2015,,,,,,,,,
UOF-2015-0637,150978656,11/9/2015,,,,,,,,,
UOF-2015-0645,150981217,11/10/2015,,,,,,,,,
UOF-2015-0646,150982180,11/10/2015,,,,,,,,,
UOF-2015-0654,150981847,11/10/2015,,,,,,,,,
UOF-2015-0658,150981308,11/10/2015,,,,,,,,,
UOF-2015-0638,150984089,11/11/2015,27705,H - Hispanic,25,M,Firearm,,No,Yes,
UOF-2015-0633,150984164,11/11/2015,,,,,,,,,
UOF-2015-0639,150985162,11/12/2015,,,,,,,,,
UOF-2015-0649,150987550,11/12/2015,,,,,,,,,
UOF-2015-0631,150990967,11/13/2015,,,,,,,,,
UOF-2015-0640,150990785,11/13/2015,,,,,,,,,
UOF-2015-0647,150988348,11/13/2015,,,,,,,,,
UOF-2015-0659,150988451,11/13/2015,,,,,,,,,
UOF-2015-0648,150991313,11/14/2015,,,,,,,,,
UOF-2015-0652,150994709,11/15/2015,,,,,,,,,
UOF-2015-0686,150995995,11/15/2015,,,,,,,,,
UOF-2015-0773,150997220,11/16/2015,,,,,,,,,
UOF-2015-0667,151001470,11/17/2015,,,,,,,,,
UOF-2015-0671,151002882,11/17/2015,,,,,,,,,
UOF-2015-0685,151009361,11/19/2015,,,,,,,,,
UOF-2015-0687,151007218,11/19/2015,,,,,,,,,
UOF-2015-0660,151010879,11/20/2015,,,,,,,,,
UOF-2015-0661,151012477,11/20/2015,,,,,,,,,
UOF-2015-0668,151009888,11/20/2015,,,,,,,,,
UOF-2015-0677,151013330,11/21/2015,,,,,,,,,
UOF-2015-0673,151013550,11/22/2015,,,,,,,,,
UOF-2015-0676,151018378,11/22/2015,,,,,,,,,
UOF-2015-0678,151016980,11/22/2015,,,,,,,,,
UOF-2015-0688,151016059,11/22/2015,,,,,,,,,
UOF-2015-0662,151018641,11/23/2015,,,,,,,,,
UOF-2015-0663,151020016,11/23/2015,,,,,,,,,
UOF-2015-0682,151020953,11/23/2015,,,,,,,,,
UOF-2015-0683,151026462,11/25/2015,,,,,,,,,
UOF-2015-0669,151027830,11/26/2015,,,,,,,,,
UOF-2015-0689,151028010,11/26/2015,,,,,,,,,
UOF-2015-0684,151032265,11/27/2015,,,,,,,,,
UOF-2015-0664,151034142,11/28/2015,,,,,,,,,
UOF-2015-0665,151034089,11/28/2015,,,,,,,,,
UOF-2015-0672,151034001,11/28/2015,,,,,,,,,
UOF-2015-0690,151034186,11/28/2015,,,,,,,,,
UOF-2015-0670,151036295,11/29/2015,,,,,,,,,
UOF-2015-0674,151036295,11/29/2015,,,,,,,,,
UOF-2015-0675,151036295,11/29/2015,,,,,,,,,
UOF-2015-0679,151036013,11/29/2015,,,,,,,,,
UOF-2015-0680,151036013,11/29/2015,,,,,,,,,
UOF-2015-0666,151039932,11/30/2015,,,,,,,,,
UOF-2015-0681,151039170,11/30/2015,,,,,,,,,
UOF-2015-0715,151040547,12/1/2015,,,,,,,,,
UOF-2015-0716,151041341,12/1/2015,,,,,,,,,
UOF-2015-0717,151043610,12/1/2015,,,,,,,,,
UOF-2015-0718,151043610,12/1/2015,,,,,,,,,
UOF-2015-0698,151045735,12/2/2015,27706,B - Black,26,M,Knife or Edged Weapon,,No,Yes,
UOF-2015-0711,151047026,12/3/2015,,,,,,,,,
UOF-2015-0719,151050057,12/4/2015,,,,,,,,,
UOF-2015-0720,151077211,12/4/2015,,,,,,,,,
UOF-2015-0693,151052940,12/5/2015,19714,W - White,,M,,,No,Yes,
UOF-2015-0696,151054811,12/5/2015,,,,,,,,,
UOF-2015-0700,151053142,12/5/2015,19717,B - Black,,M,,,No,No,
UOF-2015-0708,151053443,12/5/2015,19725,H - Hispanic,,M,,,No,Yes,
UOF-2015-0713,151052649,12/5/2015,,,,,,,,,
UOF-2015-0701,151056895,12/6/2015,19718,H - Hispanic,,F,,,Yes,Yes,
UOF-2015-0714,151056005,12/6/2015,,,,,,,,,
UOF-2015-0709,151060818,12/8/2015,19726,W - White,,M,,,No,Yes,
UOF-2015-0691,150068072,12/10/2015,19709,A - Asian or Pacific Islander,,M,,,No,No,
UOF-2015-0706,151072318,12/11/2015,,,,,,,,,
UOF-2015-0699,151075209,12/12/2015,,,,,,,,,
UOF-2015-0712,151072879,12/12/2015,,,,,,,,,
UOF-2015-0697,151075531,12/13/2015,,,,,,,,,
UOF-2015-0702,151077249,12/13/2015,19719,H - Hispanic,,M,,,No,Yes,
UOF-2015-0703,151077857,12/13/2015,19720,W - White,,M,,,No,Yes,
UOF-2015-0705,151075895,12/13/2015,19722,W - White,,M,,,No,,
UOF-2015-0722,1534757,12/13/2015,,,,,,,,,
UOF-2015-0694,151072578,12/14/2015,19715,A - Asian or Pacific Islander,,M,,,No,No,
UOF-2015-0695,151080305,12/14/2015,19716,W - White,,M,,,No,No,
UOF-2015-0707,151079944,12/14/2015,,,,,,,,,
UOF-2015-0692,151081842,12/15/2015,19710,W - White,,M,,,No,No,
UOF-2015-0704,151080913,12/15/2015,19721,H - Hispanic,,M,,,Yes,Yes,
UOF-2015-0710,151080929,12/15/2015,19727,B - Black,,M,,,No,No,
UOF-2015-0756,151085208,12/16/2015,19846,W - White,29,M,,,Yes,Yes,
UOF-2015-0723,151061914,12/16/2015,19784,B - Black,43,M,,,No,No,
UOF-2015-0723,151061914,12/16/2015,19785,B - Black,45,M,,,No,No,
UOF-2015-0723,151061914,12/16/2015,19786,B - Black,60,F,,,No,No,
UOF-2015-0721,151086024,12/16/2015,,,,,,,,,
UOF-2015-0736,151083763,12/16/2015,,,,,,,,,
UOF-2015-0724,151087179,12/17/2015,19787,B - Black,39,M,,,No,No,
UOF-2015-0737,151089915,12/17/2015,,,,,,,,,
UOF-2015-0725,151090677,12/18/2015,19788,W - White,31,M,,,No,No,
UOF-2015-0733,151092128,12/18/2015,,,,,,,,,
UOF-2015-0735,1535261,12/18/2015,,,,,,,,,
UOF-2015-0772,151093320,12/19/2015,19850,H - Hispanic,27,M,,,No,No,
UOF-2015-0728,151093483,12/19/2015,19793,B - Black,31,F,,,No,No,
UOF-2015-0738,151095445,12/19/2015,19820,B - Black,,M,,,No,No,
UOF-2015-0760,151113172,12/20/2015,19856,B - Black,23,F,,,,,
UOF-2015-0766,151095570,12/20/2015,19866,W - White,31,F,,,No,No,
UOF-2015-0757,151096891,12/20/2015,19849,H - Hispanic,33,M,,,No,No,
UOF-2015-0765,151098063,12/20/2015,19865,B - Black,33,M,,,No,No,
UOF-2015-0774,151100458,12/21/2015,19840,B - Black,28,M,,,No,No,
UOF-2015-0774,151100458,12/21/2015,19839,B - Black,31,M,,,No,No,
UOF-2015-0751,151100630,12/21/2015,19841,W - White,58,F,,,Yes,No,
UOF-2015-0750,151096136,12/21/2015,19838,A - Asian or Pacific Islander,,M,,,No,No,
UOF-2015-0775,151098386,12/21/2015,,,,,,,,,
UOF-2015-0739,151100981,12/22/2015,19821,H - Hispanic,,M,,,No,No,
UOF-2015-0740,151102222,12/22/2015,19822,W - White,,M,,,No,No,
UOF-2015-0741,151102761,12/22/2015,19823,,,,,,,,
UOF-2015-0744,151103286,12/22/2015,19828,H - Hispanic,,M,,,Yes,Yes,
UOF-2015-0745,151105577,12/22/2015,19829,B - Black,,M,,,No,No,
UOF-2015-0734,151106406,12/23/2015,19800,B - Black,21,F,,,No,No,
UOF-2015-0734,151106406,12/23/2015,19798,B - Black,29,M,,,No,No,
UOF-2015-0734,151106406,12/23/2015,19799,B - Black,53,M,,,Yes,Yes,
UOF-2015-0726,151103866,12/23/2015,19789,B - Black,,M,,,No,No,
UOF-2015-0752,151103640,12/23/2015,19842,B - Black,,M,,,No,No,
UOF-2015-0732,151106763,12/24/2015,19797,W - White,33,M,,,Yes,No,
UOF-2015-0767,,12/24/2015,19867,W - White,48,M,,,No,No,
UOF-2015-0746,151106674,12/24/2015,19830,W - White,,M,,,No,No,
UOF-2015-0761,151109949,12/25/2015,19857,A - Asian or Pacific Islander,28,M,,,No,Yes,
UOF-2015-0758,151109159,12/25/2015,19852,U - Unknown,29,F,,,No,No,
UOF-2015-0729,151109187,12/25/2015,19794,B - Black,40,M,,,No,No,
UOF-2015-0763,151110065,12/25/2015,19862,H - Hispanic,40,M,,,Yes,Yes,
UOF-2015-0742,,12/25/2015,19824,H - Hispanic,,M,,,Yes,Yes,
UOF-2015-0758,151109159,12/25/2015,19853,H - Hispanic,,M,,,No,No,
UOF-2015-0758,151109159,12/25/2015,19854,H - Hispanic,,M,,,No,No,
UOF-2015-0764,151113172,12/26/2015,19863,B - Black,23,F,,,No,No,
UOF-2015-0753,151110996,12/26/2015,19843,W - White,25,M,,,No,No,
UOF-2015-0755,151113188,12/26/2015,19845,W - White,36,M,,,Yes,Yes,
UOF-2015-0754,151111687,12/26/2015,19844,W - White,50,M,,,Yes,No,
UOF-2015-0747,151112538,12/26/2015,19831,W - White,,M,,,No,No,
UOF-2015-0771,151112801,12/26/2015,19832,A - Asian or Pacific Islander,,M,,,No,No,
UOF-2015-0730,151115504,12/27/2015,19795,H - Hispanic,21,M,,,No,No,
UOF-2015-0770,151114045,12/27/2015,19833,W - White,,M,,,No,No,
UOF-2015-0759,151124072,12/30/2015,19855,B - Black,20,M,,,Yes,Yes,
UOF-2015-0762,151121830,12/30/2015,19861,W - White,50,M,,,No,No,
UOF-2015-0762,151121830,12/30/2015,19860,H - Hispanic,67,M,,,Yes,No,
UOF-2015-0743,151122167,12/30/2015,19826,H - Hispanic,,F,,,No,No,
UOF-2015-0743,151122167,12/30/2015,19827,H - Hispanic,,M,,,No,No,
UOF-2015-0748,151124668,12/30/2015,19834,B - Black,,M,,,No,No,
UOF-2015-0731,151127311,12/31/2015,19796,W - White,24,F,,,No,Yes,
UOF-2015-0785,151125832,12/31/2015,19792,B - Black,24,M,,,No,No,
UOF-2015-0749,151125763,12/31/2015,19835,B - Black,,M,,,No,No,
UOF-2015-0768,151125763,12/31/2015,19836,A - Asian or Pacific Islander,,M,,,Yes,Yes,
UOF-2015-0785,151125832,12/31/2015,19791,B - Black,,M,,,No,No,
UOF-2016-0008,160000120,1/1/2016,19943,B - Black,25,M,,,Yes,Yes,
UOF-2016-0049,160000653,1/1/2016,19999,H - Hispanic,30,M,,,No,No,
UOF-2016-0049,160000653,1/1/2016,20001,A - Asian or Pacific Islander,31,M,,,No,No,
UOF-2016-0049,160000653,1/1/2016,20000,W - White,34,M,,,No,No,
UOF-2016-0010,160002405,1/1/2016,19948,W - White,39,M,,,No,No,
UOF-2016-0049,160000653,1/1/2016,20002,B - Black,39,M,,,No,No,
UOF-2016-0034,160001946,1/1/2016,19977,W - White,59,M,,,Yes,Yes,
UOF-2016-0049,160000653,1/1/2016,19998,U - Unknown,Unk,M,,,No,No,
UOF-2016-0049,160000653,1/1/2016,20003,U - Unknown,unk,M,,,No,No,
UOF-2016-0026,160004053,1/2/2016,19970,W - White,19,M,,,Yes,Yes,
UOF-2016-0035,160003970,1/2/2016,19979,H - Hispanic,19,M,,,No,No,
UOF-2016-0035,160003970,1/2/2016,19978,B - Black,20,M,,,No,No,
UOF-2016-0029,160004138,1/2/2016,19973,B - Black,21,M,,,No,No,
UOF-2016-0016,160003362,1/2/2016,19956,W - White,29,F,,,No,No,
UOF-2016-0016,160003362,1/2/2016,19955,W - White,38,M,,,No,No,
UOF-2016-0036,160004906,1/2/2016,19980,B - Black,40,M,,,No,No,
UOF-2016-0030,160005506,1/2/2016,19974,B - Black,44,M,,,No,No,
UOF-2016-0016,160003362,1/2/2016,19954,W - White,48,M,,,No,No,
UOF-2016-0042,151125832,1/3/2016,19989,B - Black,19,M,,,No,No,
UOF-2016-0037,160007041,1/3/2016,19981,B - Black,22,M,,,Yes,Yes,
UOF-2016-0050,160007148,1/3/2016,20005,W - White,23,M,,,No,No,
UOF-2016-0050,160007148,1/3/2016,20004,W - White,25,M,,,No,No,
UOF-2016-0014,160007411,1/3/2016,19952,A - Asian or Pacific Islander,46,M,,,No,Yes,
UOF-2016-0013,160006899,1/3/2016,19951,B - Black,61,M,,,Yes,No,
UOF-2016-0048,160010351,1/4/2016,19997,B - Black,18,M,,,No,No,
UOF-2016-0007,160011967,1/5/2016,19942,B - Black,20,M,,,Yes,Yes,
UOF-2016-0038,160013173,1/5/2016,19982,B - Black,23,M,,,Yes,Yes,
UOF-2016-0020,160010696,1/5/2016,19960,B - Black,26,M,,,No,No,
UOF-2016-0051,160011111,1/5/2016,20006,H - Hispanic,52,M,,,No,No,
UOF-2016-0015,160011161,1/5/2016,19953,B - Black,78,M,,,No,No,
UOF-2016-0004,160013474,1/6/2016,19938,W - White,18,F,,,No,No,
UOF-2016-0043,160012987,1/6/2016,19991,B - Black,24,F,,,No,No,
UOF-2016-0004,160013474,1/6/2016,19937,H - Hispanic,25,M,,,No,No,
UOF-2016-0004,160013474,1/6/2016,19939,H - Hispanic,25,M,,,No,No,
UOF-2016-0044,160016155,1/6/2016,19992,B - Black,33,F,,,No,No,
UOF-2016-0044,160016155,1/6/2016,19993,B - Black,37,M,,,No,No,
UOF-2016-0021,151011479,1/7/2016,19962,B - Black,24,F,,,No,No,
UOF-2016-0021,151011479,1/7/2016,19963,B - Black,24,M,,,No,No,
UOF-2016-0041,160018286,1/7/2016,19986,B - Black,71,F,,,No,No,
UOF-2016-0019,160020338,1/8/2016,19959,B - Black,25,M,,,No,No,
UOF-2016-0053,160021342,1/8/2016,20009,W - White,27,M,,,No,No,
UOF-2016-0011,160021706,1/8/2016,19949,H - Hispanic,30,F,,,Yes,No,
UOF-2016-0052,160019513,1/8/2016,20011,B - Black,32,M,,,No,No,
UOF-2016-0052,160019513,1/8/2016,20007,B - Black,33,M,,,No,No,
UOF-2016-0005,160019751,1/8/2016,19940,W - White,50,M,,,No,Yes,
UOF-2016-0052,160019513,1/8/2016,20008,B - Black,50,M,,,No,No,
UOF-2016-0003,160024948,1/9/2016,19936,B - Black,18,M,,,No,No,
UOF-2016-0003,160024948,1/9/2016,19934,B - Black,19,M,,,No,No,
UOF-2016-0003,160024948,1/9/2016,19935,B - Black,19,M,,,No,No,
UOF-2016-0018,160023360,1/9/2016,19958,H - Hispanic,28,M,,,Yes,No,
UOF-2016-0017,160022500,1/9/2016,19957,A - Asian or Pacific Islander,35,M,,,No,Yes,
UOF-2016-0031,160025009,1/9/2016,19975,B - Black,48,M,,,Yes,No,
UOF-2016-0022,160022754,1/9/2016,19964,B - Black,49,M,,,No,Yes,
UOF-2016-0045,160025297,1/10/2016,19994,H - Hispanic,24,M,,,No,No,
UOF-2016-0046,160025805,1/10/2016,19995,H - Hispanic,30,M,,,No,No,
UOF-2016-0012,160029788,1/11/2016,19950,B - Black,18,M,,,No,No,
UOF-2016-0047,160029158,1/11/2016,19996,B - Black,25,M,,,No,No,
UOF-2016-0311,160029675,1/11/2016,20058,W - White,25,M,,,No,Yes,
UOF-2016-0006,160029471,1/11/2016,19941,H - Hispanic,33,M,,,No,No,
UOF-2016-0023,160025582,1/12/2016,19965,B - Black,33,M,,,No,No,
UOF-2016-0023,160025582,1/12/2016,19966,B - Black,45,M,,,No,No,
UOF-2016-0027,160033165,1/12/2016,19971,W - White,58,M,,,No,No,
UOF-2016-0025,160034226,1/13/2016,19967,B - Black,35,M,,,No,No,
UOF-2016-0028,160036391,1/13/2016,19972,U - Unknown,UNK,M,,,No,No,
UOF-2016-0033,160037292,1/14/2016,19976,B - Black,48,M,,,Yes,Yes,
UOF-2016-0056,160044855,1/16/2016,20015,B - Black,22,M,,,No,No,
UOF-2016-0094,160043249,1/16/2016,19659,B - Black,28,M,,,Yes,Yes,
UOF-2016-0117,160044736,1/16/2016,20121,W - White,40,M,,,No,No,
UOF-2016-0062,160042699,1/16/2016,20053,W - White,54,M,,,No,Yes,
UOF-2016-0117,160044736,1/16/2016,20120,B - Black,65,M,,,No,No,
UOF-2016-0099,160047796,1/17/2016,20095,B - Black,25,M,,,Yes,Yes,
UOF-2016-0078,160047257,1/17/2016,20070,W - White,30,M,,,Yes,No,
UOF-2016-0054,160046572,1/17/2016,20010,B - Black,33,M,,,Yes,No,
UOF-2016-0063,160040659,1/17/2016,20054,W - White,38,M,,,No,No,
UOF-2016-0057,160050915,1/18/2016,20016,H - Hispanic,21,M,,,No,No,
UOF-2016-0100,160050589,1/18/2016,20096,B - Black,50,M,,,No,No,
UOF-2016-0080,160051474,1/19/2016,20073,H - Hispanic,19,M,,,No,No,
UOF-2016-0067,160053969,1/19/2016,20058,W - White,25,M,,,No,No,
UOF-2016-0079,160051480,1/19/2016,20071,W - White,27,M,,,No,No,
UOF-2016-0080,160051474,1/19/2016,20072,H - Hispanic,27,M,,,No,No,
